epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,9532.77,0.42874,0.3033,0.86141,0.96956,0.99695,0.99329,0.9302,0.38904,0.23012,0.83989,0.000402982,0.000402982,0.000402982
178,9585.26,0.45854,0.33912,0.89157,0.97244,0.99321,0.99448,0.91218,0.46488,0.25267,0.86099,0.000401214,0.000401214,0.000401214
179,9637.56,0.45145,0.3165,0.88171,0.96271,0.9939,0.99408,0.92408,0.41843,0.24058,0.84929,0.000399447,0.000399447,0.000399447
180,9689.74,0.43137,0.31628,0.86983,0.96409,0.99442,0.99454,0.91754,0.41243,0.24242,0.84626,0.00039768,0.00039768,0.00039768
181,9742.3,0.43808,0.31673,0.87539,0.96829,0.99085,0.99448,0.9146,0.45344,0.25559,0.86025,0.000395913,0.000395913,0.000395913
182,9795.21,0.44173,0.32229,0.86627,0.95395,0.99592,0.99415,0.93343,0.37832,0.23492,0.83546,0.000394146,0.000394146,0.000394146
183,9847.85,0.43183,0.2984,0.87274,0.97179,0.9939,0.99428,0.91904,0.43361,0.23635,0.85383,0.000392379,0.000392379,0.000392379
184,9901.59,0.46054,0.32988,0.88091,0.95972,0.99997,0.99398,0.9384,0.38043,0.23254,0.83632,0.000390612,0.000390612,0.000390612
185,9958.75,0.46221,0.37611,0.87713,0.95972,0.99319,0.99429,0.91717,0.42815,0.2398,0.84736,0.000388844,0.000388844,0.000388844
186,10016.2,0.45029,0.33135,0.87092,0.97895,0.9939,0.99409,0.90943,0.4376,0.24052,0.85373,0.000387077,0.000387077,0.000387077
187,10072.6,0.45585,0.3306,0.87756,0.9679,0.99017,0.99406,0.93166,0.38442,0.23777,0.83568,0.00038531,0.00038531,0.00038531
188,10129.5,0.43233,0.34189,0.86796,0.97543,0.96951,0.99371,0.92614,0.40901,0.23734,0.84482,0.000383543,0.000383543,0.000383543
189,10187,0.44354,0.32391,0.87679,0.96094,0.99695,0.99377,0.91666,0.4408,0.24751,0.85505,0.000381776,0.000381776,0.000381776
190,10243.8,0.45171,0.34357,0.881,0.97217,0.9969,0.99329,0.92268,0.41117,0.24921,0.84237,0.000380009,0.000380009,0.000380009
191,10300.5,0.45395,0.33429,0.88428,0.96812,0.9956,0.99352,0.92926,0.3766,0.23462,0.83376,0.000378242,0.000378242,0.000378242
192,10357.5,0.42723,0.30939,0.86258,0.96137,0.99333,0.99406,0.92871,0.41398,0.25259,0.84753,0.000376474,0.000376474,0.000376474
193,10414.1,0.45109,0.325,0.8736,0.96373,0.99403,0.99331,0.93212,0.37558,0.22119,0.83017,0.000374707,0.000374707,0.000374707
194,10470.9,0.44525,0.3096,0.88665,0.97751,0.99212,0.99373,0.93777,0.37662,0.22467,0.83379,0.00037294,0.00037294,0.00037294
195,10527.2,0.4509,0.31873,0.8794,0.97898,0.99301,0.99401,0.93278,0.4003,0.24003,0.84169,0.000371173,0.000371173,0.000371173
196,10582.8,0.44875,0.31125,0.8739,0.97485,0.99226,0.99385,0.92576,0.39832,0.2301,0.84376,0.000369406,0.000369406,0.000369406
197,10639.2,0.46764,0.33382,0.88136,0.9721,0.99269,0.99364,0.93056,0.3938,0.23668,0.84138,0.000367639,0.000367639,0.000367639
198,10696.2,0.42758,0.31699,0.87983,0.97387,0.99537,0.99395,0.92651,0.39746,0.23343,0.84031,0.000365871,0.000365871,0.000365871
199,10750.7,0.44167,0.32695,0.86502,0.97499,0.99695,0.99379,0.90714,0.43637,0.23624,0.84864,0.000364104,0.000364104,0.000364104
200,10803.1,0.46,0.31658,0.87989,0.97268,0.9939,0.99394,0.91488,0.43339,0.23747,0.84956,0.000362337,0.000362337,0.000362337
201,10855.3,0.43359,0.31251,0.87638,0.97601,0.9939,0.9941,0.9333,0.39696,0.23284,0.83926,0.00036057,0.00036057,0.00036057
202,10908,0.44427,0.31514,0.88256,0.96748,0.99411,0.99357,0.92624,0.38432,0.23742,0.8355,0.000358803,0.000358803,0.000358803
203,10960.3,0.44402,0.30099,0.87757,0.95515,0.99156,0.99354,0.92969,0.37565,0.24073,0.83421,0.000357036,0.000357036,0.000357036
204,11012.7,0.43952,0.29424,0.86488,0.97864,0.98505,0.99427,0.90794,0.45413,0.24186,0.85716,0.000355269,0.000355269,0.000355269
205,11065.1,0.4487,0.31471,0.88378,0.97931,0.98227,0.99463,0.93324,0.38694,0.23199,0.83522,0.000353501,0.000353501,0.000353501
206,11117.6,0.43911,0.32649,0.86327,0.96829,0.9939,0.99463,0.93419,0.39476,0.24251,0.83684,0.000351734,0.000351734,0.000351734
207,11169.8,0.43038,0.30506,0.87806,0.97054,0.9939,0.99403,0.92868,0.37546,0.23116,0.83549,0.000349967,0.000349967,0.000349967
208,11222.2,0.42771,0.2981,0.87205,0.9832,0.98374,0.99407,0.93508,0.36182,0.22739,0.83133,0.0003482,0.0003482,0.0003482
209,11274.4,0.43256,0.29542,0.87076,0.97654,0.99085,0.99403,0.94755,0.3359,0.21076,0.8226,0.000346433,0.000346433,0.000346433
210,11326.9,0.43509,0.31081,0.86159,0.97761,0.9939,0.99412,0.93844,0.38074,0.22969,0.83241,0.000344666,0.000344666,0.000344666
211,11379.5,0.42161,0.30536,0.8602,0.96117,0.99144,0.99405,0.93808,0.36118,0.23395,0.82892,0.000342899,0.000342899,0.000342899
212,11431.6,0.44381,0.31813,0.87737,0.97579,0.99628,0.99425,0.93865,0.35538,0.22269,0.82717,0.000341131,0.000341131,0.000341131
213,11483.5,0.43184,0.30791,0.87755,0.97861,0.9878,0.99454,0.93006,0.37513,0.22587,0.8338,0.000339364,0.000339364,0.000339364
214,11536,0.43652,0.30352,0.8673,0.96571,0.99362,0.99454,0.93275,0.3753,0.22822,0.83232,0.000337597,0.000337597,0.000337597
215,11588.3,0.42284,0.28759,0.86964,0.9819,0.9939,0.99435,0.9199,0.41974,0.23355,0.84543,0.00033583,0.00033583,0.00033583
216,11640.5,0.45468,0.32506,0.87669,0.99691,0.98265,0.99451,0.919,0.42461,0.23956,0.84708,0.000334063,0.000334063,0.000334063
217,11692.5,0.44097,0.33144,0.8694,0.98346,0.97459,0.9941,0.9378,0.36701,0.22211,0.82855,0.000332296,0.000332296,0.000332296
218,11745.1,0.43889,0.31099,0.87401,0.96067,0.99537,0.99422,0.9281,0.39273,0.22384,0.83743,0.000330528,0.000330528,0.000330528
219,11797.2,0.44464,0.30484,0.87633,0.98134,0.96994,0.99425,0.93489,0.37342,0.22476,0.83174,0.000328761,0.000328761,0.000328761
220,11849.2,0.42327,0.29515,0.86662,0.99188,0.96407,0.9945,0.93483,0.37801,0.21473,0.83645,0.000326994,0.000326994,0.000326994
221,11901.5,0.41642,0.27719,0.86619,0.96694,0.99318,0.99454,0.93223,0.37192,0.21405,0.83162,0.000325227,0.000325227,0.000325227
222,11953.5,0.423,0.29555,0.86062,0.97059,0.99445,0.99454,0.91951,0.43036,0.22394,0.85203,0.00032346,0.00032346,0.00032346
223,12006,0.43038,0.29889,0.87216,0.97392,0.99695,0.99422,0.92651,0.40765,0.22176,0.84502,0.000321693,0.000321693,0.000321693
224,12058.6,0.44788,0.31788,0.87369,0.95715,0.99328,0.99212,0.92432,0.38842,0.21648,0.84094,0.000319926,0.000319926,0.000319926
225,12110.5,0.4264,0.31426,0.86911,0.9741,0.99445,0.99421,0.92385,0.40607,0.2192,0.84142,0.000318158,0.000318158,0.000318158
226,12163.1,0.41699,0.28765,0.8649,0.97755,0.99247,0.99439,0.92657,0.41253,0.22019,0.8423,0.000316391,0.000316391,0.000316391
227,12215.4,0.41675,0.30486,0.86358,0.95644,0.99328,0.9945,0.92576,0.40445,0.23524,0.84551,0.000314624,0.000314624,0.000314624
228,12267.3,0.4145,0.29339,0.85646,0.97261,0.99414,0.99454,0.92712,0.3837,0.21519,0.83667,0.000312857,0.000312857,0.000312857
229,12319.9,0.4164,0.2961,0.84816,0.97339,0.99338,0.99422,0.93086,0.39931,0.22848,0.84442,0.00031109,0.00031109,0.00031109
230,12371.9,0.44499,0.31259,0.87423,0.96836,0.99107,0.99406,0.93596,0.38229,0.22348,0.83501,0.000309323,0.000309323,0.000309323
231,12424.7,0.40717,0.29427,0.86052,0.97268,0.99582,0.99432,0.93016,0.39271,0.22468,0.83821,0.000307555,0.000307555,0.000307555
232,12477,0.39834,0.28731,0.84961,0.97875,0.99695,0.9943,0.94071,0.37059,0.21324,0.83064,0.000305788,0.000305788,0.000305788
233,12529,0.42603,0.31801,0.86028,0.97829,0.98584,0.9947,0.94127,0.36985,0.22385,0.83332,0.000304021,0.000304021,0.000304021
234,12581.2,0.43165,0.29509,0.87184,0.98196,0.99141,0.9947,0.94251,0.37896,0.21866,0.83421,0.000302254,0.000302254,0.000302254
235,12633.5,0.42251,0.31867,0.86404,0.97175,0.9953,0.99442,0.93076,0.36347,0.21568,0.82795,0.000300487,0.000300487,0.000300487
236,12685.8,0.40909,0.30663,0.85998,0.96219,0.99504,0.99457,0.92998,0.3823,0.22557,0.83888,0.00029872,0.00029872,0.00029872
237,12737.8,0.43769,0.31705,0.87592,0.96143,0.99485,0.99457,0.94883,0.35129,0.21321,0.82556,0.000296953,0.000296953,0.000296953
238,12790.6,0.42219,0.29094,0.87403,0.97479,0.99428,0.9946,0.92913,0.39503,0.22053,0.83902,0.000295185,0.000295185,0.000295185
239,12843.2,0.42273,0.29701,0.86987,0.98001,0.99688,0.99445,0.93904,0.37494,0.21324,0.83442,0.000293418,0.000293418,0.000293418
240,12894.9,0.42511,0.29371,0.86913,0.9865,0.9827,0.99463,0.92091,0.43092,0.23088,0.85466,0.000291651,0.000291651,0.000291651
241,12947.3,0.42374,0.28965,0.85881,0.96733,0.99289,0.99473,0.92691,0.39155,0.22203,0.83485,0.000289884,0.000289884,0.000289884
242,12999.6,0.43499,0.32101,0.86979,0.97859,0.99305,0.99463,0.94605,0.34923,0.2039,0.82401,0.000288117,0.000288117,0.000288117
243,13051.4,0.42341,0.29972,0.87472,0.98007,0.99608,0.99463,0.93173,0.3764,0.2124,0.8351,0.00028635,0.00028635,0.00028635
244,13103,0.43327,0.31188,0.86757,0.98008,0.9939,0.99466,0.92168,0.41151,0.22564,0.84381,0.000284583,0.000284583,0.000284583
245,13155.7,0.4008,0.28423,0.85362,0.98205,0.99472,0.99454,0.92162,0.40275,0.22164,0.84269,0.000282815,0.000282815,0.000282815
246,13207.8,0.44133,0.30507,0.87261,0.97073,0.9939,0.99454,0.92546,0.4016,0.21929,0.84475,0.000281048,0.000281048,0.000281048
247,13259.6,0.4294,0.30551,0.87556,0.98846,0.99297,0.99457,0.9224,0.40443,0.21597,0.84352,0.000279281,0.000279281,0.000279281
248,13312.1,0.42623,0.31813,0.87321,0.98086,0.99153,0.99466,0.92048,0.40523,0.22092,0.84127,0.000277514,0.000277514,0.000277514
249,13364.5,0.40117,0.27435,0.86224,0.98711,0.99085,0.99451,0.91961,0.39905,0.21245,0.8401,0.000275747,0.000275747,0.000275747
250,13416.5,0.42264,0.2886,0.85994,0.97946,0.9939,0.99442,0.92432,0.41569,0.22074,0.84894,0.00027398,0.00027398,0.00027398
251,13468.6,0.42783,0.32218,0.87332,0.98212,0.9929,0.99454,0.92277,0.39243,0.2155,0.84008,0.000272212,0.000272212,0.000272212
252,13521.3,0.41866,0.29169,0.86652,0.97945,0.99085,0.99466,0.91743,0.40592,0.22241,0.84733,0.000270445,0.000270445,0.000270445
253,13573.8,0.41795,0.28524,0.87417,0.97984,0.9945,0.99466,0.9309,0.38407,0.20535,0.83852,0.000268678,0.000268678,0.000268678
254,13625.9,0.41944,0.28564,0.85416,0.98149,0.9939,0.99466,0.91902,0.40724,0.22344,0.84643,0.000266911,0.000266911,0.000266911
255,13678.3,0.41175,0.28453,0.86369,0.97441,0.99148,0.99466,0.93008,0.38104,0.21985,0.83601,0.000265144,0.000265144,0.000265144
256,13730.9,0.4101,0.27087,0.8523,0.97696,0.98914,0.99457,0.91927,0.41773,0.22612,0.84903,0.000263377,0.000263377,0.000263377
257,13783.1,0.39973,0.28696,0.86307,0.97911,0.99695,0.99457,0.92704,0.4003,0.21658,0.84167,0.00026161,0.00026161,0.00026161
258,13835.9,0.41632,0.29307,0.8622,0.96593,0.99618,0.99444,0.92058,0.42171,0.22687,0.84786,0.000259842,0.000259842,0.000259842
259,13889.1,0.4007,0.28511,0.86671,0.96694,0.99321,0.99447,0.93851,0.37415,0.21964,0.83166,0.000258075,0.000258075,0.000258075
260,13941.9,0.40862,0.27967,0.85094,0.98201,0.9846,0.99466,0.93462,0.3735,0.20702,0.83224,0.000256308,0.000256308,0.000256308
261,13994.3,0.42218,0.31639,0.86784,0.97424,0.9947,0.99463,0.91706,0.43458,0.2179,0.85302,0.000254541,0.000254541,0.000254541
262,14046.8,0.42336,0.28579,0.86059,0.973,0.98734,0.99457,0.92496,0.39222,0.21031,0.83669,0.000252774,0.000252774,0.000252774
263,14100.2,0.41625,0.29569,0.85651,0.9857,0.99037,0.994,0.93097,0.39129,0.21607,0.8365,0.000251007,0.000251007,0.000251007
264,14151.9,0.42283,0.29686,0.86765,0.97613,0.99556,0.99404,0.92688,0.40382,0.21508,0.84175,0.00024924,0.00024924,0.00024924
265,14204.6,0.40691,0.28204,0.86105,0.98239,0.99215,0.99432,0.92528,0.41237,0.22532,0.84653,0.000247472,0.000247472,0.000247472
266,14257.7,0.40218,0.28141,0.85682,0.98066,0.99687,0.99388,0.93248,0.37947,0.21795,0.83596,0.000245705,0.000245705,0.000245705
267,14310.6,0.4144,0.28824,0.85999,0.98218,0.9964,0.99451,0.93853,0.37588,0.21411,0.83634,0.000243938,0.000243938,0.000243938
268,14362.8,0.4141,0.28944,0.86915,0.98124,0.9939,0.99457,0.93518,0.38227,0.20959,0.83593,0.000242171,0.000242171,0.000242171
269,14415.1,0.413,0.27301,0.8682,0.98214,0.99435,0.99444,0.9277,0.38981,0.21055,0.83779,0.000240404,0.000240404,0.000240404
270,14467.9,0.43235,0.30364,0.87078,0.9803,0.99728,0.99438,0.9325,0.37966,0.21205,0.83878,0.000238637,0.000238637,0.000238637
271,14520.3,0.40058,0.27687,0.8659,0.98093,0.98405,0.99419,0.94094,0.3689,0.209,0.83413,0.000236869,0.000236869,0.000236869
272,14574.1,0.39863,0.27221,0.8563,0.97946,0.99215,0.99428,0.93775,0.35742,0.20566,0.8313,0.000235102,0.000235102,0.000235102
273,14626.7,0.42169,0.28592,0.87182,0.97806,0.99485,0.99431,0.9208,0.42794,0.22057,0.84904,0.000233335,0.000233335,0.000233335
274,14679,0.41208,0.27616,0.85396,0.97681,0.99618,0.9945,0.94141,0.35696,0.20269,0.82752,0.000231568,0.000231568,0.000231568
275,14731.4,0.43414,0.29208,0.86776,0.98089,0.99695,0.99457,0.94572,0.35888,0.20313,0.82885,0.000229801,0.000229801,0.000229801
276,14783.8,0.40276,0.2702,0.85999,0.98236,0.99695,0.99448,0.93098,0.38614,0.20344,0.8351,0.000228034,0.000228034,0.000228034
277,14836.2,0.40752,0.26976,0.8586,0.98157,0.99695,0.99457,0.93316,0.36113,0.20102,0.83055,0.000226267,0.000226267,0.000226267
278,14889,0.39475,0.26421,0.86326,0.97875,0.99695,0.9947,0.93458,0.36832,0.19899,0.83202,0.000224499,0.000224499,0.000224499
279,14941.9,0.40523,0.27078,0.86625,0.97677,0.99275,0.99435,0.92898,0.38787,0.21747,0.83861,0.000222732,0.000222732,0.000222732
280,14994.7,0.41945,0.28225,0.87428,0.98564,0.99085,0.99445,0.9316,0.38043,0.20872,0.83419,0.000220965,0.000220965,0.000220965
281,15047.2,0.41322,0.27216,0.86399,0.97993,0.9939,0.99438,0.93673,0.36178,0.2012,0.82859,0.000219198,0.000219198,0.000219198
282,15099.3,0.40408,0.2751,0.86516,0.97463,0.99152,0.99441,0.9255,0.39767,0.21286,0.83828,0.000217431,0.000217431,0.000217431
283,15151.1,0.39959,0.27727,0.8522,0.97611,0.98984,0.99435,0.94031,0.37336,0.20509,0.83127,0.000215664,0.000215664,0.000215664
284,15203.4,0.41629,0.28066,0.86765,0.98046,0.99085,0.99404,0.92816,0.38635,0.20731,0.8362,0.000213897,0.000213897,0.000213897
285,15255.8,0.38443,0.26456,0.83105,0.98165,0.9878,0.99416,0.93266,0.3756,0.20686,0.82985,0.000212129,0.000212129,0.000212129
286,15308.2,0.39769,0.25678,0.86369,0.98013,0.99251,0.9946,0.93224,0.38578,0.2099,0.83633,0.000210362,0.000210362,0.000210362
287,15361.3,0.3929,0.26392,0.86264,0.98045,0.9878,0.99457,0.95154,0.34912,0.20664,0.8252,0.000208595,0.000208595,0.000208595
288,15413.8,0.39203,0.26646,0.86143,0.97959,0.99289,0.99457,0.93303,0.37916,0.21623,0.83369,0.000206828,0.000206828,0.000206828
289,15466.9,0.38631,0.2653,0.85904,0.981,0.9939,0.99454,0.93453,0.37759,0.20526,0.83344,0.000205061,0.000205061,0.000205061
290,15519.8,0.39152,0.26368,0.85242,0.98094,0.9939,0.99451,0.93929,0.35304,0.20486,0.8254,0.000203294,0.000203294,0.000203294
291,15572.6,0.39691,0.26821,0.85449,0.98185,0.99344,0.99433,0.94552,0.35276,0.20421,0.82664,0.000201527,0.000201527,0.000201527
292,15624.9,0.40352,0.29542,0.85742,0.97037,0.99124,0.99414,0.94866,0.33966,0.20315,0.81991,0.000199759,0.000199759,0.000199759
293,15677.2,0.40608,0.27599,0.85262,0.98212,0.99644,0.99448,0.93471,0.37102,0.20223,0.82914,0.000197992,0.000197992,0.000197992
294,15729.7,0.38486,0.26206,0.84428,0.97252,0.99264,0.9946,0.93798,0.35772,0.20558,0.82569,0.000196225,0.000196225,0.000196225
295,15782.4,0.39895,0.28139,0.85445,0.98703,0.99335,0.99451,0.9496,0.34368,0.19645,0.82288,0.000194458,0.000194458,0.000194458
296,15835.3,0.39857,0.27771,0.85082,0.97349,0.98946,0.99448,0.95057,0.33287,0.20582,0.82056,0.000192691,0.000192691,0.000192691
297,15887.6,0.39193,0.25677,0.85576,0.98936,0.99224,0.99457,0.94829,0.34225,0.20188,0.82282,0.000190924,0.000190924,0.000190924
298,15939.9,0.40294,0.26932,0.85929,0.98513,0.99391,0.99451,0.94174,0.36858,0.19993,0.82925,0.000189156,0.000189156,0.000189156
299,15992.2,0.39719,0.26202,0.8499,0.98653,0.99377,0.99396,0.93436,0.38046,0.20579,0.83444,0.000187389,0.000187389,0.000187389
300,16044.7,0.39746,0.26717,0.86336,0.98174,0.99316,0.99463,0.9339,0.37204,0.20103,0.83343,0.000185622,0.000185622,0.000185622
301,16097.5,0.40347,0.27638,0.85075,0.98287,0.9939,0.99433,0.95195,0.34063,0.19985,0.82268,0.000183855,0.000183855,0.000183855
302,16150.3,0.39721,0.27183,0.85206,0.98026,0.99627,0.99463,0.93707,0.36298,0.20445,0.82822,0.000182088,0.000182088,0.000182088
303,16203,0.39639,0.288,0.84847,0.9821,0.99695,0.9947,0.93378,0.36285,0.20694,0.82776,0.000180321,0.000180321,0.000180321
304,16255.2,0.39483,0.26312,0.84992,0.982,0.99446,0.99473,0.93313,0.36942,0.20733,0.82974,0.000178554,0.000178554,0.000178554
305,16307.8,0.39908,0.28071,0.85822,0.98241,0.99425,0.9947,0.94016,0.36767,0.20471,0.82881,0.000176786,0.000176786,0.000176786
306,16359.8,0.40388,0.26795,0.86199,0.98184,0.99422,0.99457,0.92743,0.40507,0.21066,0.83993,0.000175019,0.000175019,0.000175019
307,16412.3,0.40272,0.27739,0.85738,0.98306,0.99085,0.99445,0.92508,0.40329,0.21008,0.83928,0.000173252,0.000173252,0.000173252
308,16464.7,0.38778,0.26934,0.84204,0.98133,0.99072,0.9946,0.92512,0.39727,0.20552,0.83785,0.000171485,0.000171485,0.000171485
309,16517.8,0.40134,0.2586,0.86334,0.98007,0.99326,0.99466,0.93165,0.38382,0.21223,0.83441,0.000169718,0.000169718,0.000169718
310,16570.3,0.38032,0.25767,0.85291,0.98193,0.99144,0.99463,0.93448,0.38656,0.20907,0.83534,0.000167951,0.000167951,0.000167951
311,16622.6,0.39315,0.26896,0.84643,0.981,0.99106,0.99466,0.93762,0.37182,0.20775,0.83163,0.000166183,0.000166183,0.000166183
312,16674.4,0.39324,0.26995,0.8555,0.9798,0.9933,0.99463,0.92756,0.37993,0.21174,0.83478,0.000164416,0.000164416,0.000164416
313,16726.2,0.38667,0.26294,0.84479,0.97943,0.9939,0.99463,0.94675,0.35397,0.20257,0.8285,0.000162649,0.000162649,0.000162649
314,16778.8,0.39663,0.26941,0.85123,0.97945,0.9939,0.99457,0.95189,0.33958,0.20044,0.82226,0.000160882,0.000160882,0.000160882
315,16830.8,0.38891,0.25411,0.84594,0.98045,0.9932,0.99457,0.94604,0.34476,0.19898,0.8234,0.000159115,0.000159115,0.000159115
316,16882.5,0.39955,0.25856,0.85362,0.98246,0.99758,0.99467,0.93197,0.38642,0.20433,0.83535,0.000157348,0.000157348,0.000157348
317,16934.8,0.39431,0.2616,0.85815,0.97992,0.99632,0.99473,0.9385,0.36379,0.19706,0.83006,0.000155581,0.000155581,0.000155581
318,16987,0.39838,0.26107,0.85536,0.98018,0.99656,0.99445,0.94096,0.35318,0.19662,0.82654,0.000153813,0.000153813,0.000153813
319,17040.2,0.38052,0.25403,0.84454,0.97892,0.99954,0.99464,0.94193,0.36278,0.19659,0.82713,0.000152046,0.000152046,0.000152046
320,17092.4,0.38844,0.25861,0.85658,0.97841,0.99807,0.99467,0.94465,0.34841,0.19674,0.82483,0.000150279,0.000150279,0.000150279
321,17145.1,0.39101,0.26253,0.85583,0.97856,0.99665,0.99467,0.94059,0.35849,0.19922,0.82742,0.000148512,0.000148512,0.000148512
322,17197.8,0.38867,0.28719,0.84419,0.97878,1,0.9947,0.93853,0.36366,0.19811,0.82783,0.000146745,0.000146745,0.000146745
323,17249.6,0.40624,0.26547,0.86269,0.97938,0.99964,0.99466,0.94467,0.34872,0.19544,0.82566,0.000144978,0.000144978,0.000144978
324,17302.1,0.39795,0.27282,0.85694,0.98094,0.99731,0.99463,0.94737,0.34901,0.19746,0.82451,0.000143211,0.000143211,0.000143211
325,17354.4,0.40301,0.27276,0.86146,0.98297,0.99695,0.99435,0.94583,0.34973,0.20111,0.8249,0.000141443,0.000141443,0.000141443
326,17406.9,0.39007,0.25009,0.85961,0.98002,0.99941,0.99438,0.93805,0.35622,0.2028,0.82917,0.000139676,0.000139676,0.000139676
327,17459.3,0.39863,0.26303,0.84966,0.98003,0.99695,0.99441,0.93675,0.35463,0.19743,0.82753,0.000137909,0.000137909,0.000137909
328,17511.9,0.38259,0.24966,0.86447,0.97764,0.99369,0.99435,0.92512,0.38317,0.20459,0.8355,0.000136142,0.000136142,0.000136142
329,17564.1,0.37192,0.25718,0.82933,0.97781,0.99266,0.9945,0.94014,0.35558,0.20642,0.82585,0.000134375,0.000134375,0.000134375
330,17616.6,0.38859,0.26223,0.85278,0.97788,0.99052,0.99456,0.94443,0.34395,0.20586,0.82264,0.000132608,0.000132608,0.000132608
331,17668.7,0.39325,0.27682,0.8511,0.97797,0.99695,0.99479,0.93889,0.35221,0.20698,0.82565,0.000130841,0.000130841,0.000130841
332,17721.1,0.39193,0.27357,0.86371,0.97554,0.99922,0.9946,0.9389,0.35871,0.19764,0.82618,0.000129073,0.000129073,0.000129073
333,17772.5,0.3964,0.25712,0.86297,0.97815,0.99444,0.99463,0.937,0.36436,0.20068,0.82812,0.000127306,0.000127306,0.000127306
334,17825.1,0.37781,0.25326,0.85315,0.98028,0.98834,0.9947,0.93185,0.37817,0.20842,0.83132,0.000125539,0.000125539,0.000125539
335,17877.6,0.37391,0.23711,0.85002,0.9786,0.99695,0.9946,0.93507,0.37227,0.19534,0.82989,0.000123772,0.000123772,0.000123772
336,17930.1,0.38111,0.24796,0.85283,0.97588,0.99634,0.99451,0.94914,0.34543,0.19718,0.82281,0.000122005,0.000122005,0.000122005
337,17982.7,0.37283,0.2431,0.8487,0.98032,0.98977,0.99432,0.94086,0.37221,0.20297,0.8308,0.000120238,0.000120238,0.000120238
338,18034.6,0.37829,0.24697,0.85894,0.98002,0.99085,0.99435,0.94522,0.35665,0.20014,0.82731,0.00011847,0.00011847,0.00011847
339,18086.9,0.40136,0.26815,0.87264,0.97831,0.99695,0.9945,0.94128,0.35793,0.19756,0.82813,0.000116703,0.000116703,0.000116703
340,18139,0.39367,0.26379,0.85939,0.98015,0.9962,0.99463,0.93815,0.36572,0.20081,0.82923,0.000114936,0.000114936,0.000114936
341,18192.2,0.38059,0.25197,0.85588,0.98138,0.99666,0.99479,0.93886,0.36514,0.19839,0.82956,0.000113169,0.000113169,0.000113169
342,18244.9,0.3832,0.24947,0.84249,0.98148,0.9958,0.99469,0.93932,0.36437,0.19809,0.82729,0.000111402,0.000111402,0.000111402
343,18297.3,0.38446,0.25427,0.84951,0.981,0.99621,0.99459,0.93903,0.35977,0.19426,0.82791,0.000109635,0.000109635,0.000109635
344,18350.1,0.39031,0.25839,0.85274,0.97648,0.99626,0.99459,0.94381,0.34946,0.19384,0.82413,0.000107868,0.000107868,0.000107868
345,18402.9,0.39433,0.27003,0.85686,0.97859,0.99616,0.99488,0.94615,0.34976,0.19485,0.82525,0.0001061,0.0001061,0.0001061
346,18455.3,0.37345,0.25335,0.85494,0.9786,0.99935,0.99463,0.9406,0.3483,0.19079,0.82526,0.000104333,0.000104333,0.000104333
347,18508,0.38037,0.25354,0.8537,0.98027,0.99632,0.99447,0.94582,0.33996,0.18855,0.82226,0.000102566,0.000102566,0.000102566
348,18560.4,0.37548,0.25424,0.85304,0.97922,0.99695,0.99453,0.94818,0.3346,0.18981,0.82073,0.000100799,0.000100799,0.000100799
349,18612.7,0.37421,0.24601,0.84844,0.98253,0.99695,0.99453,0.95219,0.33053,0.19218,0.81866,9.90318e-05,9.90318e-05,9.90318e-05
350,18665,0.3865,0.24204,0.85296,0.9823,0.99695,0.99447,0.95197,0.34161,0.19042,0.82103,9.72646e-05,9.72646e-05,9.72646e-05
351,18717.2,0.3771,0.24228,0.85597,0.98025,0.99695,0.99456,0.95534,0.32279,0.18104,0.81627,9.54975e-05,9.54975e-05,9.54975e-05
352,18769.8,0.38523,0.25521,0.85879,0.97966,0.9975,0.99481,0.95378,0.33316,0.18725,0.81947,9.37304e-05,9.37304e-05,9.37304e-05
353,18821.8,0.38194,0.27624,0.84599,0.97859,0.99929,0.99478,0.94225,0.35565,0.19235,0.8256,9.19632e-05,9.19632e-05,9.19632e-05
354,18874.1,0.37307,0.2468,0.83901,0.97854,0.99932,0.99465,0.95126,0.3504,0.18942,0.82431,9.01961e-05,9.01961e-05,9.01961e-05
355,18926.8,0.36111,0.2409,0.84961,0.98031,0.99917,0.99456,0.95009,0.33987,0.19411,0.82175,8.84289e-05,8.84289e-05,8.84289e-05
356,18979.2,0.37781,0.25439,0.85093,0.97927,0.99695,0.99472,0.94305,0.34665,0.18929,0.82327,8.66618e-05,8.66618e-05,8.66618e-05
357,19032.3,0.36642,0.24,0.84775,0.98073,0.99663,0.9945,0.9483,0.33839,0.18646,0.82121,8.48946e-05,8.48946e-05,8.48946e-05
358,19085.2,0.37924,0.24213,0.84247,0.98153,0.99655,0.99447,0.9384,0.36574,0.19015,0.82934,8.31275e-05,8.31275e-05,8.31275e-05
359,19137.5,0.36357,0.2292,0.85404,0.97856,0.99595,0.99459,0.94653,0.35105,0.19113,0.82555,8.13603e-05,8.13603e-05,8.13603e-05
360,19190.3,0.37761,0.23635,0.85053,0.97972,0.99695,0.9945,0.94769,0.3441,0.18604,0.82247,7.95932e-05,7.95932e-05,7.95932e-05
