epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,10676,0.339,0.26701,0.8344,0.93404,0.95165,0.96768,0.93213,0.30237,0.32435,0.84739,0.000892,0.000892,0.000892
186,10734.1,0.338,0.26661,0.83406,0.93443,0.95158,0.96767,0.93222,0.3025,0.32438,0.84734,0.0008425,0.0008425,0.0008425
187,10792.3,0.3363,0.26284,0.83376,0.93443,0.95147,0.96764,0.93186,0.30245,0.32441,0.84728,0.000793,0.000793,0.000793
188,10850,0.3326,0.25891,0.83396,0.93437,0.95134,0.96765,0.93202,0.30244,0.32481,0.8473,0.0007435,0.0007435,0.0007435
189,10907.5,0.3318,0.26271,0.83478,0.93478,0.95124,0.96756,0.93194,0.3026,0.32496,0.84735,0.000694,0.000694,0.000694
190,10965.1,0.33598,0.26128,0.83527,0.93491,0.95147,0.96762,0.9322,0.30253,0.32523,0.84731,0.0006445,0.0006445,0.0006445
191,11034.2,0.28573,0.19517,0.82127,0.93515,0.95126,0.96767,0.93202,0.30247,0.32587,0.84725,0.000595,0.000595,0.000595
192,11089.9,0.28621,0.19509,0.81941,0.93566,0.95117,0.96767,0.93225,0.30244,0.32598,0.84717,0.0005455,0.0005455,0.0005455
193,11146.5,0.28034,0.19088,0.8196,0.9362,0.95109,0.9677,0.93195,0.30239,0.32646,0.84711,0.000496,0.000496,0.000496
194,11203.6,0.28045,0.18971,0.8156,0.93626,0.95101,0.96769,0.93227,0.30246,0.32673,0.84713,0.0004465,0.0004465,0.0004465
195,11260.3,0.27968,0.19007,0.8192,0.93633,0.95105,0.9677,0.93236,0.30265,0.32698,0.84718,0.000397,0.000397,0.000397
196,11316.8,0.27551,0.18642,0.81448,0.93632,0.95102,0.96763,0.93242,0.30275,0.32751,0.84721,0.0003475,0.0003475,0.0003475
197,11373.2,0.27529,0.18477,0.81597,0.93616,0.95125,0.96759,0.93248,0.3029,0.328,0.84717,0.000298,0.000298,0.000298
198,11429.6,0.27536,0.1865,0.81697,0.9363,0.95111,0.96763,0.93257,0.30286,0.32809,0.84712,0.0002485,0.0002485,0.0002485
199,11486.4,0.27672,0.18557,0.81833,0.93627,0.95082,0.96765,0.93249,0.30296,0.3287,0.84712,0.000199,0.000199,0.000199
200,11542.6,0.2712,0.18552,0.81552,0.93643,0.95105,0.96762,0.93259,0.303,0.32865,0.84709,0.0001495,0.0001495,0.0001495
