epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,928.784,0.48141,0.49089,0.86997,0.93404,0.90719,0.95832,0.88424,0.42922,0.41596,0.88622,0.0084655,0.0084655,0.0084655
33,957.273,0.48665,0.49813,0.87191,0.92062,0.88233,0.95342,0.86117,0.50021,0.46654,0.90739,0.008416,0.008416,0.008416
34,985.752,0.48094,0.48764,0.86972,0.91677,0.91306,0.95613,0.8722,0.45839,0.42054,0.8915,0.0083665,0.0083665,0.0083665
35,1014.03,0.47046,0.47226,0.87115,0.90596,0.88018,0.95125,0.84809,0.536,0.49,0.9195,0.008317,0.008317,0.008317
36,1042.27,0.46495,0.47054,0.86704,0.9432,0.83227,0.93591,0.85615,0.4668,0.47897,0.89874,0.0082675,0.0082675,0.0082675
37,1070.26,0.46255,0.46716,0.86741,0.91524,0.88844,0.95612,0.87008,0.45931,0.43868,0.89357,0.008218,0.008218,0.008218
38,1098.31,0.46304,0.46006,0.86117,0.91299,0.86922,0.95145,0.86455,0.47404,0.50228,0.89401,0.0081685,0.0081685,0.0081685
39,1126.21,0.46339,0.46456,0.86515,0.9347,0.90315,0.96479,0.89019,0.42589,0.37351,0.87863,0.008119,0.008119,0.008119
40,1154.2,0.46168,0.45334,0.86464,0.90612,0.85823,0.947,0.85344,0.49036,0.47156,0.89787,0.0080695,0.0080695,0.0080695
41,1182.14,0.45302,0.45374,0.86077,0.92636,0.8969,0.96087,0.89162,0.39933,0.40992,0.86976,0.00802,0.00802,0.00802
42,1210.4,0.45422,0.45462,0.86255,0.86354,0.84869,0.93164,0.85043,0.45951,0.52167,0.88845,0.0079705,0.0079705,0.0079705
43,1238.5,0.44918,0.44793,0.86393,0.93584,0.87931,0.94471,0.87036,0.43609,0.41813,0.8836,0.007921,0.007921,0.007921
44,1266.5,0.44347,0.4505,0.85708,0.91925,0.85936,0.92266,0.85442,0.42271,0.51216,0.87727,0.0078715,0.0078715,0.0078715
45,1294.5,0.44576,0.44639,0.85767,0.94532,0.90912,0.96562,0.89394,0.42084,0.37002,0.86755,0.007822,0.007822,0.007822
46,1322.58,0.44688,0.43737,0.85824,0.94716,0.89248,0.9542,0.87643,0.42562,0.41524,0.87225,0.0077725,0.0077725,0.0077725
47,1350.66,0.43445,0.43031,0.85594,0.91517,0.86661,0.93404,0.86,0.4264,0.50067,0.877,0.007723,0.007723,0.007723
48,1378.6,0.43846,0.43011,0.8524,0.94533,0.87761,0.91932,0.85155,0.41539,0.49473,0.8707,0.0076735,0.0076735,0.0076735
49,1406.67,0.44363,0.43091,0.85768,0.92627,0.88186,0.96068,0.88077,0.43488,0.40949,0.87817,0.007624,0.007624,0.007624
50,1434.64,0.43484,0.42525,0.85255,0.91762,0.87117,0.93915,0.86881,0.41922,0.46457,0.87427,0.0075745,0.0075745,0.0075745
51,1462.46,0.43229,0.42781,0.85496,0.92873,0.91659,0.96484,0.88354,0.4317,0.38668,0.8752,0.007525,0.007525,0.007525
52,1490.74,0.43142,0.41638,0.84933,0.92309,0.90346,0.96143,0.88771,0.42013,0.37683,0.88028,0.0074755,0.0074755,0.0074755
53,1518.91,0.43123,0.41679,0.85527,0.92586,0.88789,0.95817,0.89084,0.41525,0.42104,0.87181,0.007426,0.007426,0.007426
54,1546.95,0.42929,0.42141,0.85198,0.89949,0.89373,0.92966,0.83627,0.53751,0.49393,0.91124,0.0073765,0.0073765,0.0073765
55,1575.22,0.42603,0.41475,0.85042,0.92783,0.89598,0.95062,0.88537,0.39714,0.39051,0.86538,0.007327,0.007327,0.007327
56,1603.11,0.42661,0.40837,0.8471,0.94692,0.90119,0.96577,0.87015,0.48852,0.37447,0.90181,0.0072775,0.0072775,0.0072775
57,1631.06,0.42261,0.40763,0.84902,0.92821,0.90745,0.95623,0.88217,0.42582,0.388,0.87143,0.007228,0.007228,0.007228
58,1658.95,0.42547,0.40307,0.84737,0.93609,0.89853,0.96152,0.9018,0.36572,0.33873,0.85769,0.0071785,0.0071785,0.0071785
59,1686.82,0.42393,0.40367,0.85257,0.92475,0.90659,0.96561,0.90316,0.39295,0.36209,0.86876,0.007129,0.007129,0.007129
60,1714.85,0.42102,0.40035,0.85244,0.93627,0.91668,0.96764,0.9072,0.37993,0.33721,0.85819,0.0070795,0.0070795,0.0070795
61,1742.97,0.41558,0.39708,0.84684,0.92054,0.87908,0.96199,0.90904,0.36103,0.37299,0.85576,0.00703,0.00703,0.00703
62,1771.04,0.4129,0.40035,0.84679,0.93313,0.88642,0.94495,0.87024,0.43076,0.45627,0.87385,0.0069805,0.0069805,0.0069805
63,1798.94,0.41153,0.38743,0.8471,0.93099,0.9209,0.9657,0.88654,0.43899,0.35632,0.87962,0.006931,0.006931,0.006931
64,1827.05,0.41231,0.39316,0.84621,0.92297,0.93141,0.97481,0.89735,0.46022,0.3407,0.88522,0.0068815,0.0068815,0.0068815
65,1855.51,0.41636,0.38994,0.84647,0.91689,0.84594,0.93107,0.87081,0.39674,0.5186,0.86505,0.006832,0.006832,0.006832
66,1883.81,0.40987,0.38485,0.84416,0.94674,0.89447,0.96427,0.917,0.35314,0.36771,0.84988,0.0067825,0.0067825,0.0067825
67,1911.84,0.40978,0.38181,0.84397,0.93115,0.90014,0.96502,0.89947,0.40833,0.36583,0.87159,0.006733,0.006733,0.006733
68,1939.84,0.40721,0.39491,0.84783,0.9595,0.88394,0.95529,0.88924,0.39281,0.38547,0.8629,0.0066835,0.0066835,0.0066835
69,1967.91,0.4077,0.38078,0.84929,0.94445,0.88721,0.9651,0.91128,0.37786,0.33752,0.85948,0.006634,0.006634,0.006634
70,1995.98,0.40569,0.3708,0.8418,0.94291,0.90282,0.95977,0.90396,0.36766,0.34126,0.86588,0.0065845,0.0065845,0.0065845
71,2024.14,0.40204,0.37575,0.84167,0.94949,0.89893,0.96627,0.90499,0.38707,0.35514,0.8623,0.006535,0.006535,0.006535
72,2052.49,0.39886,0.37678,0.83945,0.93759,0.91969,0.95916,0.90977,0.34537,0.33484,0.84908,0.0064855,0.0064855,0.0064855
73,2080.67,0.40379,0.3757,0.84344,0.93596,0.92491,0.97263,0.90239,0.41322,0.32986,0.86767,0.006436,0.006436,0.006436
74,2108.81,0.39466,0.36575,0.83903,0.945,0.90246,0.97427,0.90825,0.39207,0.33162,0.86183,0.0063865,0.0063865,0.0063865
75,2136.8,0.40199,0.37532,0.84365,0.95671,0.91426,0.97401,0.90596,0.3996,0.3127,0.86851,0.006337,0.006337,0.006337
76,2164.77,0.39637,0.37912,0.84284,0.90541,0.91875,0.97701,0.91921,0.35294,0.29681,0.85184,0.0062875,0.0062875,0.0062875
77,2192.76,0.3998,0.3747,0.84361,0.93768,0.88617,0.95947,0.89517,0.39018,0.36077,0.86192,0.006238,0.006238,0.006238
78,2221.02,0.39358,0.36514,0.83959,0.94922,0.88248,0.95953,0.90475,0.35172,0.37026,0.85167,0.0061885,0.0061885,0.0061885
79,2249.27,0.39516,0.36508,0.84275,0.93267,0.89199,0.96352,0.89131,0.41549,0.35704,0.87001,0.006139,0.006139,0.006139
80,2277.51,0.38984,0.36506,0.83981,0.95051,0.88291,0.95038,0.89438,0.36936,0.38548,0.85576,0.0060895,0.0060895,0.0060895
81,2305.33,0.39511,0.36563,0.83948,0.94692,0.85273,0.92944,0.87566,0.38516,0.46574,0.86045,0.00604,0.00604,0.00604
82,2333.31,0.39418,0.35863,0.8401,0.94002,0.90789,0.95778,0.90132,0.37436,0.34936,0.85727,0.0059905,0.0059905,0.0059905
83,2361.54,0.38507,0.35036,0.83634,0.94904,0.89172,0.95475,0.89896,0.37356,0.36623,0.85498,0.005941,0.005941,0.005941
84,2389.6,0.38516,0.3534,0.83926,0.95242,0.89013,0.94925,0.90271,0.33981,0.3822,0.84481,0.0058915,0.0058915,0.0058915
85,2417.6,0.38615,0.35265,0.8367,0.92955,0.92622,0.9681,0.90075,0.40251,0.33038,0.86336,0.005842,0.005842,0.005842
86,2445.64,0.38684,0.35092,0.83709,0.94281,0.91365,0.96754,0.91656,0.35827,0.32583,0.85169,0.0057925,0.0057925,0.0057925
87,2473.57,0.38307,0.35384,0.83297,0.96143,0.90043,0.96601,0.90483,0.37447,0.33217,0.8545,0.005743,0.005743,0.005743
88,2501.64,0.38948,0.34963,0.83596,0.96255,0.89798,0.9653,0.89924,0.38896,0.33502,0.8598,0.0056935,0.0056935,0.0056935
89,2529.66,0.38433,0.35615,0.83565,0.92749,0.91952,0.96679,0.91462,0.34602,0.32447,0.84801,0.005644,0.005644,0.005644
90,2557.67,0.37748,0.34271,0.83307,0.95009,0.87983,0.95649,0.89527,0.40113,0.37402,0.86149,0.0055945,0.0055945,0.0055945
91,2585.67,0.38115,0.35331,0.83647,0.93594,0.92503,0.97144,0.92608,0.32694,0.29162,0.84959,0.005545,0.005545,0.005545
92,2613.73,0.3791,0.35323,0.83522,0.93268,0.90437,0.95489,0.89224,0.39259,0.35975,0.86095,0.0054955,0.0054955,0.0054955
93,2641.79,0.37518,0.33901,0.8318,0.9574,0.89117,0.95484,0.91056,0.33754,0.36851,0.84726,0.005446,0.005446,0.005446
94,2669.68,0.37906,0.33744,0.83538,0.94453,0.89648,0.94471,0.8999,0.33945,0.3851,0.84885,0.0053965,0.0053965,0.0053965
95,2697.62,0.37706,0.3418,0.8341,0.94071,0.90315,0.95694,0.90705,0.36116,0.34687,0.85274,0.005347,0.005347,0.005347
96,2725.59,0.38013,0.34493,0.83607,0.94236,0.91017,0.96666,0.91717,0.35033,0.31855,0.85327,0.0052975,0.0052975,0.0052975
97,2753.55,0.37889,0.34304,0.8377,0.97627,0.88367,0.9555,0.90971,0.34159,0.34459,0.84928,0.005248,0.005248,0.005248
98,2781.75,0.37246,0.34014,0.83589,0.95303,0.89487,0.94834,0.89301,0.36513,0.37449,0.85376,0.0051985,0.0051985,0.0051985
99,2810.11,0.3729,0.33834,0.83434,0.94527,0.90319,0.96159,0.92005,0.33602,0.33647,0.84583,0.005149,0.005149,0.005149
100,2838.2,0.36914,0.33306,0.83175,0.94477,0.90446,0.95067,0.8984,0.36421,0.36534,0.84929,0.0050995,0.0050995,0.0050995
101,2866.49,0.37271,0.33953,0.83273,0.95113,0.89652,0.96,0.9158,0.33802,0.32693,0.84331,0.00505,0.00505,0.00505
102,2894.35,0.3664,0.32738,0.83019,0.93482,0.90297,0.94953,0.89797,0.36725,0.38449,0.85273,0.0050005,0.0050005,0.0050005
103,2922.42,0.36273,0.3315,0.82983,0.93717,0.91624,0.95407,0.9088,0.35491,0.33806,0.85067,0.004951,0.004951,0.004951
104,2950.36,0.36342,0.33225,0.83198,0.95075,0.89914,0.95836,0.90511,0.37082,0.34888,0.85545,0.0049015,0.0049015,0.0049015
105,2978.43,0.36506,0.33455,0.82991,0.95778,0.90219,0.95969,0.90345,0.36757,0.33248,0.85292,0.004852,0.004852,0.004852
106,3006.49,0.36698,0.32414,0.83233,0.92436,0.91197,0.96044,0.91269,0.34938,0.32718,0.8469,0.0048025,0.0048025,0.0048025
107,3034.62,0.36389,0.32653,0.82705,0.95351,0.8963,0.94917,0.91007,0.33705,0.3823,0.8495,0.004753,0.004753,0.004753
108,3062.7,0.36763,0.33504,0.83198,0.92802,0.92044,0.95846,0.9195,0.34762,0.33708,0.8479,0.0047035,0.0047035,0.0047035
109,3090.73,0.36287,0.31841,0.83074,0.94717,0.89976,0.95061,0.89997,0.36604,0.35875,0.85226,0.004654,0.004654,0.004654
110,3118.8,0.36906,0.32393,0.83428,0.94783,0.91189,0.96479,0.9225,0.33175,0.31065,0.84552,0.0046045,0.0046045,0.0046045
111,3146.9,0.35961,0.3203,0.83087,0.94296,0.90972,0.96182,0.91533,0.34977,0.33,0.84901,0.004555,0.004555,0.004555
112,3174.92,0.35952,0.313,0.8285,0.94718,0.89867,0.94951,0.90447,0.34853,0.36477,0.85063,0.0045055,0.0045055,0.0045055
113,3202.97,0.36754,0.32613,0.83288,0.94616,0.89364,0.94399,0.90197,0.34312,0.36224,0.85076,0.004456,0.004456,0.004456
114,3230.89,0.35889,0.32057,0.83033,0.98246,0.88422,0.95831,0.92147,0.33382,0.33124,0.84453,0.0044065,0.0044065,0.0044065
115,3258.78,0.3519,0.31531,0.82967,0.97092,0.894,0.96235,0.91994,0.33557,0.31689,0.84493,0.004357,0.004357,0.004357
116,3286.9,0.36095,0.31705,0.83081,0.95089,0.90011,0.95722,0.91645,0.34141,0.34118,0.84609,0.0043075,0.0043075,0.0043075
117,3315.06,0.35773,0.31664,0.82805,0.94199,0.91474,0.96414,0.92094,0.32956,0.3152,0.84189,0.004258,0.004258,0.004258
118,3343.1,0.35511,0.32127,0.82793,0.98172,0.88973,0.95104,0.90209,0.34888,0.35243,0.84572,0.0042085,0.0042085,0.0042085
119,3371.14,0.35505,0.31362,0.82824,0.94216,0.90269,0.94891,0.90692,0.33838,0.3614,0.84299,0.004159,0.004159,0.004159
120,3399.08,0.3599,0.3171,0.83149,0.95662,0.89855,0.94698,0.90074,0.34386,0.37741,0.84391,0.0041095,0.0041095,0.0041095
121,3427.03,0.34848,0.30741,0.82626,0.94279,0.89875,0.94468,0.90019,0.3499,0.37623,0.84693,0.00406,0.00406,0.00406
